CVE_id,CVSS,From,Upto,cpe,cwe,description,patch
CVE-2010-5298,,,,"[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], ['0.9.8y'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1']]",CWE-362,"Race condition in the ssl3_read_bytes function in s3_pkt.c in OpenSSL through 1.0.1g, when SSL_MODE_RELEASE_BUFFERS is enabled, allows remote attackers to inject data across sessions or cause a denial of service (use-after-free and parsing error) via an SSL connection in a multithreaded environment.",http://openwall.com/lists/oss-security/2014/04/13/1
CVE-2014-0198,,,,"[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g']]",,"The do_ssl3_write function in s3_pkt.c in OpenSSL 1.x through 1.0.1g, when SSL_MODE_RELEASE_BUFFERS is enabled, does not properly manage a buffer pointer during certain recursive calls, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via vectors that trigger an alert condition.",
CVE-2014-0195,,,"Up to (including),0.9.8y","[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], [], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l']]",CWE-119,"The dtls1_reassemble_fragment function in d1_both.c in OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h does not properly validate fragment lengths in DTLS ClientHello messages, which allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) via a long non-initial fragment.",https://git.openssl.org/gitweb/?p=openssl.git;a=commit;h=1632ef744872edc2aa2a53d487d3e79c965a4ad3
CVE-2014-0221,,,"Up to (including),0.9.8y","[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], ['1.0.0e'], ['1.0.0f'], ['1.0.0g'], ['1.0.0h'], ['1.0.0i'], ['1.0.0j'], ['1.0.0k'], ['1.0.0l'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['0.9.8t'], ['0.9.8u'], ['0.9.8v'], ['0.9.8w'], ['0.9.8x'], [], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1'], ['1.0.1a'], ['1.0.1b'], ['1.0.1c'], ['1.0.1d'], ['1.0.1e'], ['1.0.1f'], ['1.0.1g']]",CWE-399,"The dtls1_get_message_fragment function in d1_both.c in OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h allows remote attackers to cause a denial of service (recursion and client crash) via a DTLS hello message in an invalid DTLS handshake.",
CVE-2010-0433,,,"Up to (including),0.9.8m","[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], []]",CWE-20,"The kssl_keytab_is_available function in ssl/kssl.c in OpenSSL before 0.9.8n, when Kerberos is enabled but Kerberos configuration files cannot be opened, does not check a certain return value, which allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) via SSL cipher negotiation, as demonstrated by a chroot installation of Dovecot or stunnel without Kerberos configuration files inside the chroot.",
CVE-2010-0928,,,,[['0.9.8i']],CWE-310,"OpenSSL 0.9.8i on the Gaisler Research LEON3 SoC on the Xilinx Virtex-II Pro FPGA uses a Fixed Width Exponentiation (FWE) algorithm for certain signature calculations, and does not verify the signature before providing it to a caller, which makes it easier for physically proximate attackers to determine the private key via a modified supply voltage for the microprocessor, related to a ""fault-based attack.""",
CVE-2010-0740,,,,"[['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m']]",CWE-20,"The ssl3_get_record function in ssl/s3_pkt.c in OpenSSL 0.9.8f through 0.9.8m allows remote attackers to cause a denial of service (crash) via a malformed record in a TLS connection that triggers a NULL pointer dereference, related to the minor version number.  NOTE: some of these details are obtained from third party information.","http://www.openssl.org/news/secadv_20100324.txt,http://www.vupen.com/english/advisories/2010/0710"
CVE-2010-0742,,,"Up to (including),0.9.8n","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], [], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0']]",CWE-310,"The Cryptographic Message Syntax (CMS) implementation in crypto/cms/cms_asn1.c in OpenSSL before 0.9.8o and 1.x before 1.0.0a does not properly handle structures that contain OriginatorInfo, which allows context-dependent attackers to modify invalid memory locations or conduct double-free attacks, and possibly execute arbitrary code, via unspecified vectors.",http://www.vupen.com/english/advisories/2010/1313
CVE-2010-1633,,,,"[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0']]",CWE-264,"RSA verification recovery in the EVP_PKEY_verify_recover function in OpenSSL 1.x before 1.0.0a, as used by pkeyutl and possibly other applications, returns uninitialized memory upon failure, which might allow context-dependent attackers to bypass intended key requirements or obtain sensitive information via unspecified vectors.  NOTE: some of these details are obtained from third party information.",http://www.vupen.com/english/advisories/2010/1313
CVE-2010-2939,,,,"[['0.9.7'], ['0.9.8'], ['1.0.0a']]",CWE-399,"Double free vulnerability in the ssl3_get_key_exchange function in the OpenSSL client (ssl/s3_clnt.c) in OpenSSL 1.0.0a, 0.9.8, 0.9.7, and possibly other versions, when using ECDH, allows context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted private key with an invalid prime.  NOTE: some sources refer to this as a use-after-free issue.",
CVE-2010-3864,,,,"[['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['1.0.0'], ['1.0.0a']]",CWE-362,"Multiple race conditions in ssl/t1_lib.c in OpenSSL 0.9.8f through 0.9.8o, 1.0.0, and 1.0.0a, when multi-threading and internal caching are enabled on a TLS server, might allow remote attackers to execute arbitrary code via client data that triggers a heap-based buffer overflow, related to (1) the TLS server name extension and (2) elliptic curve cryptography.","http://openssl.org/news/secadv_20101116.txt,http://securitytracker.com/id?1024743,https://bugzilla.redhat.com/show_bug.cgi?id=649304"
CVE-2010-4180,,,"Up to (including),0.9.8p","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], [], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b']]",,"OpenSSL before 0.9.8q, and 1.0.x before 1.0.0c, when SSL_OP_NETSCAPE_REUSE_CIPHER_CHANGE_BUG is enabled, does not properly prevent modification of the ciphersuite in the session cache, which allows remote attackers to force the downgrade to an unintended cipher via vectors involving sniffing network traffic to discover a session identifier.","http://cvs.openssl.org/chngview?cn=20131,http://openssl.org/news/secadv_20101202.txt,https://bugzilla.redhat.com/show_bug.cgi?id=659462"
CVE-2010-4252,,,"Up to (including),1.0.0b","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], []]",CWE-287,"OpenSSL before 1.0.0c, when J-PAKE is enabled, does not properly validate the public parameters in the J-PAKE protocol, which allows remote attackers to bypass the need for knowledge of the shared secret, and successfully authenticate, by sending crafted values in each round of the protocol.","http://cvs.openssl.org/chngview?cn=20098,https://bugzilla.redhat.com/show_bug.cgi?id=659297,https://github.com/seb-m/jpake"
CVE-2008-7270,,,"Up to (including),0.9.8i","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], []]",CWE-310,"OpenSSL before 0.9.8j, when SSL_OP_NETSCAPE_REUSE_CIPHER_CHANGE_BUG is enabled, does not prevent modification of the ciphersuite in the session cache, which allows remote attackers to force the use of a disabled cipher via vectors involving sniffing network traffic to discover a session identifier, a different vulnerability than CVE-2010-4180.",
CVE-2011-0014,,,,"[['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c']]",CWE-399,"ssl/t1_lib.c in OpenSSL 0.9.8h through 0.9.8q and 1.0.0 through 1.0.0c allows remote attackers to cause a denial of service (crash), and possibly obtain sensitive information in applications that use OpenSSL, via a malformed ClientHello handshake message that triggers an out-of-bounds memory access, aka ""OCSP stapling vulnerability.""",http://www.openssl.org/news/secadv_20110208.txt
CVE-2011-1945,,,"Up to (including),1.0.0d","[['0.9.1c'], ['0.9.2b'], ['0.9.3'], ['0.9.3a'], ['0.9.4'], ['0.9.5'], ['0.9.5'], ['0.9.5'], ['0.9.5a'], ['0.9.5a'], ['0.9.5a'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], []]",CWE-310,"The elliptic curve cryptography (ECC) subsystem in OpenSSL 1.0.0d and earlier, when the Elliptic Curve Digital Signature Algorithm (ECDSA) is used for the ECDHE_ECDSA cipher suite, does not properly implement curves over binary fields, which makes it easier for context-dependent attackers to determine private keys via a timing attack and a lattice calculation.",
CVE-2011-3207,,,,"[['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d']]",CWE-264,"crypto/x509/x509_vfy.c in OpenSSL 1.0.x before 1.0.0e does not initialize certain structure members, which makes it easier for remote attackers to bypass CRL validation by using a nextUpdate value corresponding to a time in the past.",http://cvs.openssl.org/chngview?cn=21349
CVE-2011-3210,,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r'], ['0.9.8s'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d']]",CWE-399,"The ephemeral ECDH ciphersuite functionality in OpenSSL 0.9.8 through 0.9.8r and 1.0.x before 1.0.0e does not ensure thread safety during processing of handshake messages from clients, which allows remote attackers to cause a denial of service (daemon crash) via out-of-order messages that violate the TLS protocol.",http://cvs.openssl.org/chngview?cn=21337
CVE-2011-4108,,,"Up to (including),0.9.8r,Up to (including),1.0.0e","[['0.9.1c'], ['0.9.2b'], ['0.9.4'], ['0.9.5'], ['0.9.5a'], ['0.9.6'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], [], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], []]",CWE-310,"The DTLS implementation in OpenSSL before 0.9.8s and 1.x before 1.0.0f performs a MAC check only if certain padding is valid, which makes it easier for remote attackers to recover plaintext via a padding oracle attack.",
CVE-2011-4109,,,,"[['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], ['0.9.8r']]",CWE-399,"Double free vulnerability in OpenSSL 0.9.8 before 0.9.8s, when X509_V_FLAG_POLICY_CHECK is enabled, allows remote attackers to have an unspecified impact by triggering failure of a policy check.",
CVE-2011-4576,,,"Up to (including),0.9.8r,Up to (including),1.0.0e","[['0.9.1c'], ['0.9.2b'], ['0.9.4'], ['0.9.5'], ['0.9.5a'], ['0.9.6'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], [], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], []]",CWE-310,"The SSL 3.0 implementation in OpenSSL before 0.9.8s and 1.x before 1.0.0f does not properly initialize data structures for block cipher padding, which might allow remote attackers to obtain sensitive information by decrypting the padding data sent by an SSL peer.",
CVE-2011-4577,,,"Up to (including),0.9.8r,Up to (including),1.0.0e","[['0.9.1c'], ['0.9.2b'], ['0.9.4'], ['0.9.5'], ['0.9.5a'], ['0.9.6'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], [], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], []]",CWE-399,"OpenSSL before 0.9.8s and 1.x before 1.0.0f, when RFC 3779 support is enabled, allows remote attackers to cause a denial of service (assertion failure) via an X.509 certificate containing certificate-extension data associated with (1) IP address blocks or (2) Autonomous System (AS) identifiers.",
CVE-2011-4619,,,"Up to (including),0.9.8r,Up to (including),1.0.0e","[['0.9.1c'], ['0.9.2b'], ['0.9.4'], ['0.9.5'], ['0.9.5a'], ['0.9.6'], ['0.9.6a'], ['0.9.6b'], ['0.9.6c'], ['0.9.6d'], ['0.9.6e'], ['0.9.6f'], ['0.9.6g'], ['0.9.6h'], ['0.9.6h'], ['0.9.6i'], ['0.9.6j'], ['0.9.6k'], ['0.9.6l'], ['0.9.6m'], ['0.9.7'], ['0.9.7a'], ['0.9.7b'], ['0.9.7c'], ['0.9.7d'], ['0.9.7e'], ['0.9.7f'], ['0.9.7g'], ['0.9.7h'], ['0.9.7i'], ['0.9.7j'], ['0.9.7k'], ['0.9.7l'], ['0.9.7m'], ['0.9.8'], ['0.9.8a'], ['0.9.8b'], ['0.9.8c'], ['0.9.8d'], ['0.9.8e'], ['0.9.8f'], ['0.9.8g'], ['0.9.8h'], ['0.9.8i'], ['0.9.8j'], ['0.9.8k'], ['0.9.8l'], ['0.9.8m'], ['0.9.8n'], ['0.9.8o'], ['0.9.8p'], ['0.9.8q'], [], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0'], ['1.0.0a'], ['1.0.0b'], ['1.0.0c'], ['1.0.0d'], []]",CWE-399,"The Server Gated Cryptography (SGC) implementation in OpenSSL before 0.9.8s and 1.x before 1.0.0f does not properly handle handshake restarts, which allows remote attackers to cause a denial of service (CPU consumption) via unspecified vectors.",
